CITY|SECTOR_ID|SECTOR_NAME|ENODEBID|ENODEB_NAME|EARFCN|PCI|PSS|SSS|TAC|VENDOR|LONGITUDE|LATITUDE|STYLE|AZIMUTH|HEIGHT|ELECTTILT|MECHTILT|TOTLETILT
yiyang|11317-128|F阳上庄F-HLH-1|11317|F阳上庄F-HLH|38400|373|||14400|华为|112.98|33.6814|宏站|10.0||||
yiyang|11317-129|F阳上庄F-HLH-2|11317|F阳上庄F-HLH|38544|372|||14400|华为|112.98|33.6814|宏站|140.0||||
yiyang|11317-130|F阳上庄F-HLH-3|11317|F阳上庄F-HLH|38544|374|||14400|华为|112.98|33.6814|宏站|250.0||||
yiyang|11429-128|G安玉梅F-HLH-1|11429|G安玉梅F-HLH|38400|468|||18740|华为|113.024|33.72|宏站|340.0||||
yiyang|11429-129|G安玉梅F-HLH-2|11429|G安玉梅F-HLH|38400|470|||18740|华为|113.024|33.72|宏站|130.0||||
yiyang|11429-130|G安玉梅F-HLH-3|11429|G安玉梅F-HLH|38400|469|||18740|华为|113.024|33.72|宏站|260.0||||
yiyang|12162-144|F阳盐镇营业厅E-HLW|12162|F阳盐镇营业厅L1E-HLW|39148|69|||14369|华为|113.0|33.6692|室分|0.0||||
sanxia|124672-0|A池刘果-HLHF-1|124672|A池刘果-HLHF|38400|32|||14531|华为|112.771|33.8104|宏站|30.0|43.0|6.0|2.0|8.0
sanxia|124672-1|A池刘果-HLHF-2|124672|A池刘果-HLHF|38400|30|||14531|华为|112.771|33.8104|宏站|150.0|43.0|6.0|2.0|8.0
sanxia|124672-2|A池刘果-HLHF-3|124672|A池刘果-HLHF|38400|31|||14531|华为|112.771|33.8104|宏站|240.0|43.0|6.0|2.0|8.0
sanxia|124673-0|A池张沟村-HLHF-1|124673|A池张沟村-HLHF|38400|200|||14531|华为|112.821|33.7785|宏站|40.0|43.0|3.0|0.0|3.0
sanxia|124673-1|A池张沟村-HLHF-2|124673|A池张沟村-HLHF|38400|198|||14531|华为|112.821|33.7785|宏站|110.0|43.0|3.0|1.0|4.0
sanxia|124673-2|A池张沟村-HLHF-3|124673|A池张沟村-HLHF|38400|199|||14531|华为|112.821|33.7785|宏站|220.0|43.0|3.0|1.0|4.0
sanxia|124674-0|A池苏门-HLHF-1|124674|A池苏门-HLHF|38400|327|||14531|华为|112.785|33.8075|宏站|30.0|43.0|3.0|0.0|3.0
sanxia|124674-1|A池苏门-HLHF-2|124674|A池苏门-HLHF|38400|329|||14531|华为|112.785|33.8075|宏站|180.0|30.0|6.0|3.0|9.0
sanxia|124674-2|A池苏门-HLHF-3|124674|A池苏门-HLHF|38400|328|||14531|华为|112.785|33.8075|宏站|290.0|30.0|6.0|3.0|9.0
sanxia|124675-0|A池南涧-HLHF-1|124675|A池南涧-HLHF|38400|94|||14563|华为|112.823|33.681|宏站|60.0|43.0|3.0|2.0|5.0
sanxia|124675-1|A池南涧-HLHF-2|124675|A池南涧-HLHF|38400|93|||14563|华为|112.823|33.681|宏站|150.0|30.0|6.0|3.0|9.0
sanxia|124675-2|A池南涧-HLHF-3|124675|A池南涧-HLHF|38400|95|||14563|华为|112.823|33.681|宏站|310.0|43.0|3.0|1.0|4.0
sanxia|124676-0|A池峪洞-HLHF-1|124676|A池峪洞-HLHF|38400|74|||18833|华为|112.743|33.6943|宏站|0.0|43.0|3.0|0.0|3.0
sanxia|124676-1|A池峪洞-HLHF-2|124676|A池峪洞-HLHF|38400|72|||18833|华为|112.743|33.6943|宏站|120.0|43.0|3.0|1.0|4.0
sanxia|124676-2|A池峪洞-HLHF-3|124676|A池峪洞-HLHF|38400|73|||18833|华为|112.743|33.6943|宏站|240.0|43.0|3.0|2.0|5.0
sanxia|124677-0|A池高岭-HLHF-1|124677|A池高岭-HLHF|38400|400|||14563|华为|112.795|33.7322|宏站|60.0|30.0|6.0|3.0|9.0
sanxia|124677-1|A池高岭-HLHF-2|124677|A池高岭-HLHF|38400|401|||14563|华为|112.795|33.7322|宏站|150.0|48.0|6.0|2.0|8.0
sanxia|124677-2|A池高岭-HLHF-3|124677|A池高岭-HLHF|38400|399|||14563|华为|112.795|33.7322|宏站|270.0|30.0|6.0|3.0|9.0
sanxia|124678-0|A池东坡头-HLHF-1|124678|A池东坡头-HLHF|38400|96|||14467|华为|112.943|33.6857|宏站|0.0|23.0|3.0|1.0|4.0
sanxia|124678-1|A池东坡头-HLHF-2|124678|A池东坡头-HLHF|38400|98|||14467|华为|112.943|33.6857|宏站|120.0|23.0|3.0|1.0|4.0
sanxia|124678-2|A池东坡头-HLHF-3|124678|A池东坡头-HLHF|38400|97|||14467|华为|112.943|33.6857|宏站|240.0|23.0|3.0|1.0|4.0
sanxia|124679-0|A池姜王庄-HLHF-1|124679|A池姜王庄-HLHF|38400|259|||18833|华为|112.636|33.7608|宏站|330.0|33.0|3.0|1.0|4.0
sanxia|124679-1|A池姜王庄-HLHF-2|124679|A池姜王庄-HLHF|38400|258|||18833|华为|112.636|33.7608|宏站|80.0|33.0|3.0|1.0|4.0
sanxia|124679-2|A池姜王庄-HLHF-3|124679|A池姜王庄-HLHF|38400|260|||18833|华为|112.636|33.7608|宏站|220.0|33.0|3.0|1.0|4.0
sanxia|124680-0|A池寺庄-HLHF-1|124680|A池寺庄-HLHF|38400|26|||18833|华为|112.591|33.7407|宏站|0.0|33.0|3.0|0.0|3.0
sanxia|124680-1|A池寺庄-HLHF-2|124680|A池寺庄-HLHF|38400|24|||18833|华为|112.591|33.7407|宏站|120.0|33.0|3.0|0.0|3.0
sanxia|124680-2|A池寺庄-HLHF-3|124680|A池寺庄-HLHF|38400|25|||18833|华为|112.591|33.7407|宏站|240.0|33.0|3.0|0.0|3.0
sanxia|124681-0|A池杨大池东洼-HLHF-1|124681|A池杨大池东洼-HLHF|38400|356|||14467|华为|112.899|33.6873|宏站|40.0|33.0|3.0|2.0|5.0
sanxia|124681-1|A池杨大池东洼-HLHF-2|124681|A池杨大池东洼-HLHF|38400|354|||14467|华为|112.899|33.6873|宏站|180.0|33.0|3.0|2.0|5.0
sanxia|124681-2|A池杨大池东洼-HLHF-3|124681|A池杨大池东洼-HLHF|38400|355|||14467|华为|112.899|33.6873|宏站|270.0|33.0|3.0|2.0|5.0
sanxia|124683-0|A池甘涧-HLHF-1|124683|A池甘涧-HLHF|38400|225|||14339|华为|112.818|33.818|宏站|20.0|33.0|6.0|4.0|10.0
sanxia|124683-1|A池甘涧-HLHF-2|124683|A池甘涧-HLHF|38400|227|||14339|华为|112.818|33.818|宏站|140.0|30.0|6.0|3.0|9.0
sanxia|124683-2|A池甘涧-HLHF-3|124683|A池甘涧-HLHF|38400|226|||14339|华为|112.818|33.818|宏站|260.0|33.0|6.0|2.0|8.0
sanxia|124684-0|A池东张村-HLHF-1|124684|A池东张村-HLHF|38400|448|||14467|华为|112.953|33.7795|宏站|350.0|30.0|6.0|3.0|9.0
sanxia|124684-1|A池东张村-HLHF-2|124684|A池东张村-HLHF|38400|447|||14467|华为|112.953|33.7795|宏站|90.0|33.0|6.0|3.0|9.0
sanxia|124684-2|A池东张村-HLHF-3|124684|A池东张村-HLHF|38400|449|||14467|华为|112.953|33.7795|宏站|290.0|33.0|6.0|3.0|9.0
sanxia|124685-0|A池东段村-HLHF-1|124685|A池东段村-HLHF|38400|19|||14339|华为|112.877|33.8111|宏站|60.0|33.0|3.0|0.0|3.0
sanxia|124685-1|A池东段村-HLHF-2|124685|A池东段村-HLHF|38400|18|||14339|华为|112.877|33.8111|宏站|160.0|33.0|3.0|0.0|3.0
sanxia|124685-2|A池东段村-HLHF-3|124685|A池东段村-HLHF|38400|20|||14339|华为|112.877|33.8111|宏站|290.0|33.0|3.0|0.0|3.0
sanxia|124686-0|A池杨河村-HLHF-1|124686|A池杨河村-HLHF|38400|10|||14339|华为|112.982|33.8318|宏站|330.0|33.0|3.0|0.0|3.0
sanxia|124686-1|A池杨河村-HLHF-2|124686|A池杨河村-HLHF|38400|11|||14339|华为|112.982|33.8318|宏站|140.0|33.0|3.0|0.0|3.0
sanxia|124686-2|A池杨河村-HLHF-3|124686|A池杨河村-HLHF|38400|9|||14339|华为|112.982|33.8318|宏站|240.0|33.0|3.0|0.0|3.0
sanxia|124687-0|A池堤坞-HLHF-1|124687|A池堤坞-HLHF|38400|182|||14339|华为|112.857|33.828|宏站|340.0|33.0|3.0|1.0|4.0
sanxia|124687-1|A池堤坞-HLHF-2|124687|A池堤坞-HLHF|38400|180|||14339|华为|112.857|33.828|宏站|130.0|33.0|3.0|1.0|4.0
sanxia|124687-2|A池堤坞-HLHF-3|124687|A池堤坞-HLHF|38400|181|||14339|华为|112.857|33.828|宏站|230.0|33.0|3.0|0.0|3.0
sanxia|124688-0|A池店沟-HLHF-1|124688|A池店沟-HLHF|38400|36|||14467|华为|112.946|33.8013|宏站|0.0|33.0|3.0|2.0|5.0
sanxia|124688-1|A池店沟-HLHF-2|124688|A池店沟-HLHF|38400|38|||14467|华为|112.946|33.8013|宏站|100.0|33.0|3.0|1.0|4.0
sanxia|124688-2|A池店沟-HLHF-3|124688|A池店沟-HLHF|38400|37|||14467|华为|112.946|33.8013|宏站|270.0|33.0|6.0|1.0|7.0
sanxia|124689-0|A池洪阳五庄-HLHF-1|124689|A池洪阳五庄-HLHF|38400|460|||14467|华为|112.977|33.7242|宏站|330.0|33.0|3.0|0.0|3.0
sanxia|124689-1|A池洪阳五庄-HLHF-2|124689|A池洪阳五庄-HLHF|38400|459|||14467|华为|112.977|33.7242|宏站|90.0|33.0|3.0|0.0|3.0
sanxia|124689-2|A池洪阳五庄-HLHF-3|124689|A池洪阳五庄-HLHF|38400|461|||14467|华为|112.977|33.7242|宏站|210.0|33.0|3.0|0.0|3.0
sanxia|124689-3|A池洪阳五庄-HLHF-4|124689|A池洪阳五庄-HLHF|38400|458|||14467|华为|112.98|33.725|宏站|70.0|33.0|3.0|0.0|3.0
sanxia|124690-0|A池刘庄-HLHF-1|124690|A池刘庄-HLHF|38400|213|||14467|华为|113.003|33.8108|宏站|30.0|33.0|3.0|0.0|3.0
sanxia|124690-1|A池刘庄-HLHF-2|124690|A池刘庄-HLHF|38400|215|||14467|华为|113.003|33.8108|宏站|150.0|33.0|3.0|0.0|3.0
sanxia|124690-2|A池刘庄-HLHF-3|124690|A池刘庄-HLHF|38400|214|||14467|华为|113.003|33.8108|宏站|270.0|33.0|3.0|0.0|3.0
sanxia|124691-0|A池崤店-HLHF-1|124691|A池崤店-HLHF|38400|163|||14467|华为|112.981|33.7454|宏站|40.0|33.0|3.0|4.0|7.0
sanxia|124691-1|A池崤店-HLHF-2|124691|A池崤店-HLHF|38400|164|||14467|华为|112.981|33.7454|宏站|140.0|33.0|3.0|7.0|10.0
sanxia|124691-2|A池崤店-HLHF-3|124691|A池崤店-HLHF|38400|162|||14467|华为|112.981|33.7454|宏站|280.0|33.0|3.0|4.0|7.0
sanxia|124692-0|A池五爱-HLHF-1|124692|A池五爱-HLHF|38400|363|||14339|华为|112.628|33.8527|宏站|25.0|30.0|6.0|3.0|9.0
sanxia|124692-1|A池五爱-HLHF-2|124692|A池五爱-HLHF|38400|364|||14339|华为|112.628|33.8527|宏站|140.0|30.0|6.0|3.0|9.0
sanxia|124692-2|A池五爱-HLHF-3|124692|A池五爱-HLHF|38400|365|||14339|华为|112.628|33.8527|宏站|240.0|30.0|6.0|3.0|9.0
sanxia|124693-0|A池张村寨-HLHF-1|124693|A池张村寨-HLHF|38400|243|||14339|华为|112.663|33.7939|宏站|0.0|33.0|3.0|2.0|5.0
sanxia|124693-1|A池张村寨-HLHF-2|124693|A池张村寨-HLHF|38400|244|||14339|华为|112.663|33.7939|宏站|120.0|33.0|3.0|0.0|3.0
sanxia|124693-2|A池张村寨-HLHF-3|124693|A池张村寨-HLHF|38400|245|||14339|华为|112.663|33.7939|宏站|240.0|33.0|3.0|0.0|3.0
sanxia|124694-0|A池气象局-HLHF-1|124694|A池气象局-HLHF|38400|212|||14531|华为|112.782|33.7762|宏站|0.0|33.0|3.0|2.0|5.0
sanxia|124694-1|A池气象局-HLHF-2|124694|A池气象局-HLHF|38400|210|||14531|华为|112.782|33.7762|宏站|120.0|33.0|3.0|2.0|5.0
sanxia|124694-2|A池气象局-HLHF-3|124694|A池气象局-HLHF|38400|211|||14531|华为|112.782|33.7762|宏站|240.0|33.0|3.0|2.0|5.0
sanxia|124695-0|A池耿村医院-HLHF-1|124695|A池耿村医院-HLHF|38400|99|||14563|华为|112.763|33.7478|宏站|0.0|20.0|3.0|1.0|4.0
sanxia|124695-1|A池耿村医院-HLHF-2|124695|A池耿村医院-HLHF|38400|100|||14563|华为|112.763|33.7478|宏站|120.0|20.0|3.0|1.0|4.0
sanxia|124695-2|A池耿村医院-HLHF-3|124695|A池耿村医院-HLHF|38400|101|||14563|华为|112.763|33.7478|宏站|240.0|20.0|3.0|1.0|4.0
sanxia|124697-0|A池堡后-HLHF-1|124697|A池堡后-HLHF|38400|335|||14467|华为|112.96|33.7505|宏站|280.0|33.0|3.0|2.0|5.0
sanxia|124697-1|A池堡后-HLHF-2|124697|A池堡后-HLHF|38400|334|||14467|华为|112.96|33.7505|宏站|80.0|33.0|3.0|2.0|5.0
sanxia|124697-2|A池堡后-HLHF-3|124697|A池堡后-HLHF|38400|333|||14467|华为|112.96|33.7505|宏站|190.0|33.0|3.0|2.0|5.0
sanxia|124698-0|A池鱼池-HLHF-1|124698|A池鱼池-HLHF|38400|117|||14531|华为|112.74|33.7829|宏站|10.0|30.0|6.0|3.0|9.0
sanxia|124698-1|A池鱼池-HLHF-2|124698|A池鱼池-HLHF|38400|118|||14531|华为|112.74|33.7829|宏站|110.0|43.0|6.0|5.0|11.0
sanxia|124698-2|A池鱼池-HLHF-3|124698|A池鱼池-HLHF|38400|119|||14531|华为|112.74|33.7829|宏站|230.0|30.0|6.0|3.0|9.0
sanxia|124699-0|A池李家村-HLHF-1|124699|A池李家村-HLHF|38400|304|||14547|华为|112.749|33.6224|宏站|0.0|33.0|6.0|3.0|9.0
sanxia|124699-1|A池李家村-HLHF-2|124699|A池李家村-HLHF|38400|303|||14547|华为|112.749|33.6224|宏站|120.0|33.0|6.0|3.0|9.0
sanxia|124699-2|A池李家村-HLHF-3|124699|A池李家村-HLHF|38400|305|||14547|华为|112.749|33.6224|宏站|240.0|33.0|6.0|3.0|9.0
sanxia|124700-0|A池展庄-HLHF-1|124700|A池展庄-HLHF|38400|271|||18833|华为|112.697|33.6907|宏站|320.0|30.0|6.0|3.0|9.0
sanxia|124700-1|A池展庄-HLHF-2|124700|A池展庄-HLHF|38400|270|||18833|华为|112.697|33.6907|宏站|100.0|30.0|6.0|3.0|9.0
sanxia|124700-2|A池展庄-HLHF-3|124700|A池展庄-HLHF|38400|272|||18833|华为|112.697|33.6907|宏站|200.0|30.0|6.0|3.0|9.0
sanxia|124701-0|A池东七里-HLHF-1|124701|A池东七里-HLHF|38400|109|||18833|华为|112.619|33.706|宏站|60.0|33.0|3.0|2.0|5.0
sanxia|124701-1|A池东七里-HLHF-2|124701|A池东七里-HLHF|38400|108|||18833|华为|112.619|33.706|宏站|260.0|33.0|3.0|2.0|5.0
sanxia|124701-2|A池东七里-HLHF-3|124701|A池东七里-HLHF|38400|110|||18833|华为|112.619|33.706|宏站|350.0|33.0|3.0|2.0|5.0
sanxia|124702-0|康乐瑞景-HLHF-1|124702|康乐瑞景-HLHF|38400|344|||14451|华为|112.172|33.7819|宏站|70.0|40.0|3.0|2.0|5.0
sanxia|124702-1|康乐瑞景-HLHF-2|124702|康乐瑞景-HLHF|38400|343|||14451|华为|112.172|33.7819|宏站|270.0|40.0|3.0|2.0|5.0
sanxia|124702-2|康乐瑞景-HLHF-3|124702|康乐瑞景-HLHF|38400|342|||14451|华为|112.172|33.7819|宏站|340.0|40.0|3.0|2.0|5.0
sanxia|124703-0|北梁-HLHF-1|124703|北梁-HLHF|38400|181|||18833|华为|112.266|33.6908|宏站|30.0|33.0|3.0|2.0|5.0
sanxia|124703-1|北梁-HLHF-2|124703|北梁-HLHF|38400|182|||18833|华为|112.266|33.6908|宏站|150.0|33.0|3.0|2.0|5.0
sanxia|124703-2|北梁-HLHF-3|124703|北梁-HLHF|38400|180|||18833|华为|112.266|33.6908|宏站|270.0|33.0|3.0|2.0|5.0
sanxia|124704-0|侯桥-HLHF-1|124704|侯桥-HLHF|38400|382|||18833|华为|112.246|33.7291|宏站|330.0|33.0|3.0|2.0|5.0
sanxia|124704-1|侯桥-HLHF-2|124704|侯桥-HLHF|38400|383|||18833|华为|112.246|33.7291|宏站|100.0|33.0|3.0|2.0|5.0
sanxia|124704-2|侯桥-HLHF-3|124704|侯桥-HLHF|38400|381|||18833|华为|112.246|33.7291|宏站|240.0|33.0|3.0|2.0|5.0
sanxia|124705-0|交口工业区-HLHF-1|124705|交口工业区-HLHF|38400|175|||18833|华为|112.27|33.7047|宏站|5.0|14.0|3.0|2.0|5.0
sanxia|124705-1|交口工业区-HLHF-2|124705|交口工业区-HLHF|38400|174|||18833|华为|112.27|33.7047|宏站|180.0|14.0|3.0|2.0|5.0
sanxia|124705-2|交口工业区-HLHF-3|124705|交口工业区-HLHF|38400|176|||18833|华为|112.27|33.7047|宏站|280.0|14.0|3.0|2.0|5.0
sanxia|124707-0|朱家沟-HLHF-1|124707|朱家沟-HLHF|38400|241|||18833|华为|112.256|33.7201|宏站|0.0|33.0|3.0|2.0|5.0
sanxia|124707-1|朱家沟-HLHF-2|124707|朱家沟-HLHF|38400|240|||18833|华为|112.256|33.7201|宏站|120.0|33.0|3.0|2.0|5.0
sanxia|124707-2|朱家沟-HLHF-3|124707|朱家沟-HLHF|38400|242|||18833|华为|112.256|33.7201|宏站|240.0|33.0|3.0|2.0|5.0
sanxia|124708-0|会兴新兴村-HLHF-1|124708|会兴新兴村-HLHF|38400|71|||18833|华为|112.232|33.7886|宏站|30.0|38.0|3.0|0.0|3.0
sanxia|124708-1|会兴新兴村-HLHF-2|124708|会兴新兴村-HLHF|38400|69|||18833|华为|112.232|33.7886|宏站|135.0|38.0|3.0|0.0|3.0
sanxia|124708-2|会兴新兴村-HLHF-3|124708|会兴新兴村-HLHF|38400|70|||18833|华为|112.232|33.7886|宏站|255.0|38.0|3.0|0.0|3.0
sanxia|124709-0|山前-HLHF-1|124709|山前-HLHF|38400|462|||18833|华为|112.25|33.7708|宏站|80.0|30.0|6.0|3.0|9.0
sanxia|124709-1|山前-HLHF-2|124709|山前-HLHF|38400|463|||18833|华为|112.25|33.7708|宏站|220.0|30.0|6.0|3.0|9.0
sanxia|124709-2|山前-HLHF-3|124709|山前-HLHF|38400|464|||18833|华为|112.25|33.7708|宏站|290.0|30.0|6.0|3.0|9.0
sanxia|124710-0|卢家店-HLHF-1|124710|卢家店-HLHF|38400|251|||18833|华为|112.293|33.7206|宏站|80.0|33.0|3.0|2.0|5.0
sanxia|124710-1|卢家店-HLHF-2|124710|卢家店-HLHF|38400|249|||18833|华为|112.293|33.7206|宏站|290.0|33.0|3.0|2.0|5.0
sanxia|124710-2|卢家店-HLHF-3|124710|卢家店-HLHF|38400|250|||18833|华为|112.293|33.7206|宏站|290.0|33.0|3.0|4.0|7.0
sanxia|124711-0|B马石门村-HLHF-1|124711|B马石门村-HLHF|38400|172|||14467|华为|112.849|33.7864|宏站|30.0|30.0|6.0|3.0|9.0
sanxia|124711-1|B马石门村-HLHF-2|124711|B马石门村-HLHF|38400|171|||14467|华为|112.849|33.7864|宏站|150.0|30.0|6.0|3.0|9.0
sanxia|124711-2|B马石门村-HLHF-3|124711|B马石门村-HLHF|38400|173|||14467|华为|112.849|33.7864|宏站|280.0|30.0|6.0|3.0|9.0
sanxia|124712-0|B马二十里铺-HLHF-1|124712|B马二十里铺-HLHF|38400|79|||14419|华为|112.85|33.7339|宏站|50.0|33.0|3.0|0.0|3.0
sanxia|124712-1|B马二十里铺-HLHF-2|124712|B马二十里铺-HLHF|38400|78|||14419|华为|112.85|33.7339|宏站|180.0|33.0|3.0|1.0|4.0
sanxia|124712-2|B马二十里铺-HLHF-3|124712|B马二十里铺-HLHF|38400|80|||14419|华为|112.85|33.7339|宏站|280.0|33.0|3.0|0.0|3.0
sanxia|124713-0|B马河口村-HLHF-1|124713|B马河口村-HLHF|38400|204|||14467|华为|112.92|33.7432|宏站|0.0|38.0|3.0|2.0|5.0
sanxia|124713-1|B马河口村-HLHF-2|124713|B马河口村-HLHF|38400|205|||14467|华为|112.92|33.7432|宏站|120.0|38.0|3.0|2.0|5.0
sanxia|124713-2|B马河口村-HLHF-3|124713|B马河口村-HLHF|38400|206|||14467|华为|112.92|33.7432|宏站|240.0|38.0|3.0|2.0|5.0
sanxia|124716-0|C氏官道口南-HLHF-1|124716|C氏官道口南-HLHF|38400|61|||18832|华为|112.053|33.2988|宏站|0.0|23.0|3.0|0.0|3.0
sanxia|124716-1|C氏官道口南-HLHF-2|124716|C氏官道口南-HLHF|38400|60|||18832|华为|112.053|33.2988|宏站|120.0|23.0|3.0|0.0|3.0
sanxia|124716-2|C氏官道口南-HLHF-3|124716|C氏官道口南-HLHF|38400|62|||18832|华为|112.053|33.2988|宏站|240.0|23.0|3.0|0.0|3.0
sanxia|124717-0|C氏黄村桥-HLHF-1|124717|C氏黄村桥-HLHF|38400|344|||14579|华为|111.987|32.9904|宏站|30.0|33.0|6.0|3.0|9.0
sanxia|124717-1|C氏黄村桥-HLHF-2|124717|C氏黄村桥-HLHF|38400|343|||14579|华为|111.987|32.9904|宏站|110.0|15.0|3.0|1.0|4.0
sanxia|124717-2|C氏黄村桥-HLHF-3|124717|C氏黄村桥-HLHF|38400|342|||14579|华为|111.987|32.9904|宏站|290.0|15.0|3.0|1.0|4.0
sanxia|124718-0|C氏清河-HLHF-1|124718|C氏清河-HLHF|38400|409|||14579|华为|111.889|33.0004|宏站|0.0|15.0|3.0|0.0|3.0
sanxia|124718-1|C氏清河-HLHF-2|124718|C氏清河-HLHF|38400|410|||14579|华为|111.889|33.0004|宏站|120.0|15.0|3.0|0.0|3.0
sanxia|124718-2|C氏清河-HLHF-3|124718|C氏清河-HLHF|38400|408|||14579|华为|111.889|33.0004|宏站|240.0|15.0|3.0|0.0|3.0
sanxia|124719-0|C氏前虎峪-HLHF-1|124719|C氏前虎峪-HLHF|38400|304|||14579|华为|111.952|32.9457|宏站|330.0|15.0|3.0|1.0|4.0
sanxia|124719-1|C氏前虎峪-HLHF-2|124719|C氏前虎峪-HLHF|38400|305|||14579|华为|111.952|32.9457|宏站|150.0|15.0|3.0|1.0|4.0
sanxia|124720-0|C氏夜常坪-HLHF-1|124720|C氏夜常坪-HLHF|38400|14|||18832|华为|111.744|33.056|宏站|0.0|33.0|6.0|3.0|9.0
sanxia|124720-1|C氏夜常坪-HLHF-2|124720|C氏夜常坪-HLHF|38400|13|||18832|华为|111.744|33.056|宏站|120.0|33.0|6.0|3.0|9.0
sanxia|124720-2|C氏夜常坪-HLHF-3|124720|C氏夜常坪-HLHF|38400|12|||18832|华为|111.744|33.056|宏站|240.0|11.0|3.0|2.0|5.0
sanxia|124721-0|C氏蚂蚁岭-HLHF-1|124721|C氏蚂蚁岭-HLHF|38400|121|||14579|华为|111.946|32.9662|宏站|40.0|7.0|6.0|1.0|7.0
sanxia|124721-1|C氏蚂蚁岭-HLHF-2|124721|C氏蚂蚁岭-HLHF|38400|120|||14579|华为|111.946|32.9662|宏站|120.0|7.0|6.0|1.0|7.0
sanxia|124721-2|C氏蚂蚁岭-HLHF-3|124721|C氏蚂蚁岭-HLHF|38400|122|||14579|华为|111.946|32.9662|宏站|260.0|7.0|6.0|1.0|7.0
sanxia|124722-0|D县张村辛庄-HLHF-1|124722|D县张村辛庄-HLHF|38400|133|||14547|华为|112.192|33.6284|宏站|40.0|30.0|6.0|3.0|9.0
sanxia|124722-1|D县张村辛庄-HLHF-2|124722|D县张村辛庄-HLHF|38400|132|||14547|华为|112.192|33.6284|宏站|210.0|30.0|6.0|3.0|9.0
sanxia|124722-2|D县张村辛庄-HLHF-3|124722|D县张村辛庄-HLHF|38400|134|||14547|华为|112.192|33.6284|宏站|300.0|30.0|6.0|3.0|9.0
sanxia|124723-0|D县上陈东-HLHF-1|124723|D县上陈东-HLHF|38400|377|||14387|华为|112.18|33.7452|宏站|30.0|30.0|6.0|4.0|10.0
sanxia|124723-1|D县上陈东-HLHF-2|124723|D县上陈东-HLHF|38400|376|||14387|华为|112.18|33.7452|宏站|150.0|30.0|6.0|3.0|9.0
sanxia|124723-2|D县上陈东-HLHF-3|124723|D县上陈东-HLHF|38400|375|||14387|华为|112.18|33.7452|宏站|240.0|38.0|3.0|2.0|5.0
sanxia|124724-0|D县坟上-HLHF-1|124724|D县坟上-HLHF|38400|146|||14339|华为|112.526|33.8005|宏站|0.0|42.0|6.0|1.0|7.0
sanxia|124724-1|D县坟上-HLHF-2|124724|D县坟上-HLHF|38400|144|||14339|华为|112.526|33.8005|宏站|110.0|42.0|3.0|0.0|3.0
sanxia|124724-2|D县坟上-HLHF-3|124724|D县坟上-HLHF|38400|145|||14339|华为|112.526|33.8005|宏站|250.0|42.0|6.0|1.0|7.0
sanxia|124725-0|D县王营-HLHF-1|124725|D县王营-HLHF|38400|286|||14547|华为|112.59|33.6076|宏站|30.0|38.0|6.0|1.0|7.0
sanxia|124725-1|D县王营-HLHF-2|124725|D县王营-HLHF|38400|287|||14547|华为|112.59|33.6076|宏站|150.0|38.0|6.0|4.0|10.0
sanxia|124725-2|D县王营-HLHF-3|124725|D县王营-HLHF|38400|285|||14547|华为|112.59|33.6076|宏站|270.0|38.0|3.0|1.0|4.0
sanxia|124726-0|D县元上-HLHF-1|124726|D县元上-HLHF|38400|204|||14547|华为|112.697|33.5966|宏站|0.0|38.0|3.0|1.0|4.0
sanxia|124726-1|D县元上-HLHF-2|124726|D县元上-HLHF|38400|205|||14547|华为|112.697|33.5966|宏站|120.0|30.0|6.0|3.0|9.0
sanxia|124726-2|D县元上-HLHF-3|124726|D县元上-HLHF|38400|206|||14547|华为|112.697|33.5966|宏站|240.0|30.0|6.0|3.0|9.0
sanxia|124727-0|D县大安头-HLHF-1|124727|D县大安头-HLHF|38400|213|||18833|华为|112.204|33.7261|宏站|330.0|38.0|3.0|2.0|5.0
sanxia|124727-1|D县大安头-HLHF-2|124727|D县大安头-HLHF|38400|214|||18833|华为|112.204|33.7261|宏站|160.0|38.0|6.0|4.0|10.0
sanxia|124728-0|D县张赵-HLHF-1|124728|D县张赵-HLHF|38400|227|||14387|华为|112.148|33.7238|宏站|0.0|33.0|3.0|0.0|3.0
sanxia|124728-1|D县张赵-HLHF-2|124728|D县张赵-HLHF|38400|226|||14387|华为|112.148|33.7238|宏站|120.0|33.0|3.0|0.0|3.0
sanxia|124728-2|D县张赵-HLHF-3|124728|D县张赵-HLHF|38400|225|||14387|华为|112.148|33.7238|宏站|240.0|33.0|3.0|0.0|3.0
sanxia|124729-0|D县七里堡-HLHF-1|124729|D县七里堡-HLHF|38400|196|||14387|华为|112.128|33.7591|宏站|80.0|38.0|6.0|5.0|11.0
sanxia|124729-1|D县七里堡-HLHF-2|124729|D县七里堡-HLHF|38400|197|||14387|华为|112.128|33.7591|宏站|170.0|38.0|3.0|2.0|5.0
sanxia|124729-2|D县七里堡-HLHF-3|124729|D县七里堡-HLHF|38400|195|||14387|华为|112.128|33.7591|宏站|250.0|30.0|6.0|3.0|9.0
sanxia|124730-0|D县南沟-HLHF-1|124730|D县南沟-HLHF|38400|164|||14547|华为|112.222|33.6914|宏站|100.0|38.0|3.0|0.0|3.0
sanxia|124730-1|D县南沟-HLHF-2|124730|D县南沟-HLHF|38400|163|||14547|华为|112.222|33.6914|宏站|200.0|38.0|3.0|0.0|3.0
